# Fiwo Root Dictionary — 1493 entries
# GENERATED from Canon/lexicon.json by Tools/build.py — do not edit by hand
#
# One entry per line, pipe-delimited, grouped by part of speech:
#   word | tier | English key | definition
#
# The English in column 3 is a LOOKUP KEY, not a translation. Fiwo roots do not map
# one-to-one onto English words — the definition in column 4 is the actual meaning, and it is often
# narrower, wider, or differently cut than the English key suggests.
# Read the definition before using a word. If no definition covers the concept you
# want, say so and build a Rule 36 compound; never stretch a key to fit.

=== Grammar — 88 entries ===
-a | tier 0 · grammar core | Biological Noun Derivation | Derives a biological noun, such as a living organism, plant, animal, or body part.
dreko | tier 1 · core | Rock / Stone | This denotes the hard, solid mineral material that is part of the earth's surface.
duco | tier 3 · long tail | Mirror | A smooth, highly reflective surface (typically glass with a metallic backing) that forms a clear image of objects in front of it.
dyrpo | tier 3 · long tail | Plank / Board. | A long, flat, sawn piece of wood.
dzoco | tier 3 · long tail | Pottery. | Vessels and objects shaped from clay and hardened by fire.
ebo | tier 3 · long tail | Chain | A series of connected metal links or rings used for pulling, securing, or holding objects.
egino | tier 3 · long tail | Engine | A complex mechanical machine with moving physical parts that converts fuel or power into kinetic motion.
egpo | tier 3 · long tail | Tube | A long, hollow cylinder of metal, plastic, or glass, used for conveying or containing fluids or signals.
epmo | tier 3 · long tail | Oven / Stove | An enclosed compartment or heated surface used for cooking, baking, or heating food.
eqso | tier 3 · long tail | Saliva / Spit | The biological liquid naturally produced in the mouth to lubricate food and initiate physical digestion.
erco | tier 3 · long tail | Thunder | A loud rumbling or crashing noise heard after a lightning flash due to the rapid expansion of heated air.
ezlo | tier 3 · long tail | Lid / Bottlecap | A removable cover or cap for a container, jar, or bottle.
falfoso | tier 3 · long tail | List | A written or displayed series of items set out one after another. (The spoken-list separator is the particle sek.)
fato | tier 2 · extended | Machine. | This refers to a device or engine and is the essential base concept for more complex items like computers.
femporo | tier 3 · long tail | Quartz | A hard, common crystalline mineral, typically white or translucent.
fevo | tier 1 · core | Sun | This refers to the primary daytime celestial body or central star that provides light and heat energy to a planetary system.
fiko | tier 1 · core | Path / Road. | This refers to a route, course, or track along which something moves or reaches a destination.
fiwo | tier 1 · core | Language. | This refers to the principal method of human communication, consisting of words used in a structured and conventional way.
flaxado | tier 3 · long tail | Bandage | A strip of material wrapped over a wound to protect it.
flesto | tier 3 · long tail | Diamond | The hardest known gemstone, a brilliant colorless crystal of pure carbon.
fofuplo | tier 3 · long tail | Bay | A body of water partly enclosed by curving land.
foiso | tier 2 · extended | Building / Structure. | This refers to a structure with a roof and walls, such as a house, school, store, or factory.
fuego | tier 1 · core | Fire | The visible, tangible heat and light energy produced by active combustion.
fumo | tier 2 · extended | Smoke | The visible, particulate gas or vapor naturally produced and emitted by an active fire (fueguo).
gasublo | tier 2 · extended | Page | One side of a leaf of a book or document.
geco | tier 2 · extended | Space. | This word defines a specific area, room, or the physical extent in which objects are located.
gejedo | tier 2 · extended | Electricity / Power | The physical electrical power, current, or energy utilized to run machines, systems, or lighting.
gekipro | tier 3 · long tail | Satellite | A machine placed in orbit to relay signals or observe.
gikoso | tier 2 · extended | Coast | The broad land region bordering the sea, wider than the shore (cyxo).
glaklo | tier 3 · long tail | Hoe. | A tool with a flat blade on a long handle, used for cultivating and weeding soil.
gliblo | tier 3 · long tail | Microchip | The tiny wafer of circuits that runs a computer.
glynto | tier 3 · long tail | Bow. | A weapon consisting of a curved stave and string, used to shoot arrows.
go | tier 1 · core | Word. | This refers to a single distinct meaningful element of speech or writing. (Usage: Adapted to distinguish it from 'number'.)
gofo | tier 2 · extended | Wood. | This refers to the hard, fibrous plant material that makes up the main substance of trees.
grexo | tier 1 · core | Celestial Object / Planet / Moon. | This refers to a natural physical entity, such as a planet, moon, or star, that exists in the universe.
gufundo | tier 3 · long tail | Emerald | A precious gemstone of deep green color.
gunolo | tier 2 · extended | Cliff | A high, steep face of rock.
guto | tier 2 · extended | Tool / Equipment. | This refers to a device or implement, especially one held in the hand, used to carry out a particular function; also the equipment or gear used for an activity.
hano | tier 1 · core | Container / Box. | This describes an enclosure or object used for holding or transporting something.
haroso | tier 3 · long tail | Bubble | A thin sphere of liquid enclosing air or gas, or a pocket of air rising through a liquid.
hegorko | tier 3 · long tail | Drone | A remotely piloted flying machine.
hibomo | tier 3 · long tail | Anvil | A heavy iron block with a flat top on which hot metal is hammered (ivxo) into shape.
hiro | tier 2 · extended | Hole | An empty space, gap, or physical opening structurally present within a solid object or surface.
hoqypo | tier 3 · long tail | Musical Instrument | A device created or adapted to make musical sounds.
hoxo | tier 1 · core | Door / Gate. | This identifies an access point or movable barrier used to close an opening.
hyho | tier 3 · long tail | Scissors | A hand-held cutting tool consisting of a pair of pivoted blades that slide past each other.
ibazo | tier 1 · core | School | This identifies a physical building or structural institution explicitly designed for the teaching and education of students.
icifo | tier 1 · core | Plate | A flat, usually circular solid dish from which food is physically served or eaten.
ifgo | tier 3 · long tail | Toothbrush | A small brush with a long handle, used specifically for cleaning the teeth.
ifloco | tier 3 · long tail | Saddle | A shaped leather seat fastened on an animal's back for a rider.
igro | tier 3 · long tail | Card | A small, flat, stiff piece of paper or plastic used as a physical token for identification, finance, or data storage.
ikamo | tier 1 · core | Shirt | A physical piece of clothing designed specifically to cover the upper body and chest area (topza).
imdo | tier 3 · long tail | Flood | An overflowing of a large amount of water beyond its normal confines, especially over what is normally dry land.
ivxo | tier 3 · long tail | Hammer | A hand tool with a heavy metal head on a handle, used for driving nails, beating metal, or breaking objects.
ixbo | tier 3 · long tail | Brick | A small rectangular block of fired clay or concrete, used in building.
jadoro | tier 1 · core | Snow | This refers to atmospheric water vapor frozen into solid ice crystals and falling as light, white structural flakes.
janongo | tier 2 · extended | Clinic | A small facility for outpatient medical care.
jatano | tier 2 · extended | Pen / Pencil | This identifies a small, hand-held physical tool or instrument structurally designed for writing or drawing on paper.
jawo | tier 2 · extended | Ice | This defines the solid state of water matter, formed structurally when liquid water freezes due to low temperatures.
jufyso | tier 3 · long tail | Pickaxe. | A tool with a pointed head on a handle, used for breaking rock and mining.
jugliko | tier 3 · long tail | Socket | The fixed fitting that receives a plug.
juro | tier 1 · core | City. | This refers to a large human settlement with a high population density and extensive systems for housing, transportation, and utilities.
jyjo | tier 2 · extended | Computer | An electronic device designed for storing, retrieving, and processing data.
jymbo | tier 2 · extended | Island. | A piece of land completely surrounded by water.
jyndo | tier 3 · long tail | Fence. | A barrier of posts and rails that encloses or bounds an area.
kalo | tier 1 · core | Cup | A small, bowl-shaped physical container, often with a handle, designed for holding and drinking liquids.
kazaro | tier 3 · long tail | Trousers / Pants | A physical piece of clothing designed to cover the lower body and legs, featuring separate structural sections for each leg.
kedovo | tier 2 · extended | Fund | A reserve of money set aside for a particular purpose.
kehogo | tier 3 · long tail | Pixel | The smallest addressable dot of a digital image.
kezo | tier 3 · long tail | Oil | A viscous, thick liquid substance derived from petroleum or plants, functioning physically as a combustible fuel or mechanical lubricant.
kicojo | tier 3 · long tail | Gem / Jewel | A precious stone cut or polished and valued for its beauty and rarity; the general category above specific minerals like nuwyko (amethyst).
kino | tier 1 · core | Knife | A physical tool or weapon consisting of a sharp, solid cutting edge or blade, usually attached to a grip or handle.
kipeslo | tier 3 · long tail | Vaccine | A preparation that trains the body to resist a disease.
klazo | tier 1 · core | Cloud | This refers to a visible, physical mass of condensed atmospheric water vapor floating high in the sky.
klegowo | tier 2 · extended | Novel | A long fictional narrative in prose; a work of fiction.
koklo | tier 3 · long tail | Tile | A thin, flat, regular piece of fired clay, stone, or similar material, laid in rows to cover floors, walls, or roofs.
kowygo | tier 3 · long tail | Clay. | A fine-grained, pliable earth material that hardens when fired, used to make pottery and bricks.
krapo | tier 1 · core | Wall | A continuous, vertical solid structure made of brick, stone, wood, or metal that encloses or divides a physical area.
krulo | tier 1 · core | Room | A physically enclosed space situated within a building, structurally separated by walls and accessed via a door.
kuqso | tier 3 · long tail | Bridge | A physical structure built to span and provide passage over a physical obstacle, such as a river, road, or valley.
kusulso | tier 3 · long tail | Cake | A sweet baked food made from flour, sugar, and fat, typically eaten for celebration or dessert.
lakiro | tier 2 · extended | Picture / Image / Photo | A physical visual representation or static image captured by photography, painting, or printing on a tangible surface.
lamso | tier 1 · core | Milk | This identifies the opaque, nutrient-rich white liquid produced by the mammary glands of female mammals to feed their offspring.
lebyko | tier 2 · extended | Title | The name or heading given to a work, document, or composition.
legudro | tier 2 · extended | Soccer | The sport of football (soccer), played by kicking a ball; also the ball used.
lejo | tier 3 · long tail | Stairs / Steps | A series of steps leading from one level of a building to another, enabling ascent or descent.
levidzo | tier 3 · long tail | Cave | A natural hollow space or passage under the ground or inside a mountain, large enough to enter.
liboso | tier 3 · long tail | Slime / Goo | A viscous, sticky, semi-liquid substance.
lito | tier 2 · extended | Light. | This describes photon energy or the natural agent that stimulates sight and makes things visible.
lizogo | tier 3 · long tail | Cargo | Goods carried by a ship, plane, or vehicle.
lodro | tier 2 · extended | Banner / Flag. | A piece of cloth bearing a design or symbol, displayed as an emblem or signal.
loho | tier 3 · long tail | Armor. | Protective covering worn over the body to prevent injury, typically made of metal, leather, or hide.
luso | tier 1 · core | Key | A small piece of shaped metal with specific physical incisions cut to mechanically fit and operate a specific lock.
lutufro | tier 3 · long tail | Border / Boundary | The line or strip marking the outer edge of an area, where one region ends and another begins.
lyfro | tier 3 · long tail | Wire | A thin flexible strand of metal, especially one carrying electricity.
malfyto | tier 3 · long tail | Generator | A machine that produces electricity.
mehefo | tier 3 · long tail | Compass | An instrument with a magnetized needle that always points north, used to find direction.
meoko | tier 1 · core | Hat | A shaped physical covering for the head worn for environmental protection, warmth, or uniform.
miho | tier 3 · long tail | Shelf | A flat, horizontal board or platform fixed to a wall or in a cupboard, used for holding objects.
mitero | tier 3 · long tail | Meter | The standard physical unit of measurement for length or distance.
moblo | tier 2 · extended | Vehicle | A machine equipped with wheels, runners, or an engine, specifically built for transporting people or physical goods over a surface.
monto | tier 1 · core | Mountain | This refers to a massive, natural solid elevation of the earth's surface, rising abruptly to a peak from the surrounding ground.
mudo | tier 3 · long tail | Mud | A wet, soft, and sticky physical mixture of earth (zaso) and water (dorso).
mykoso | tier 3 · long tail | Fever | An abnormally high body temperature, often an immune response to an illness.
nasbo | tier 1 · core | Medicine / Drug | This identifies a physical compound, preparation, or substance strictly used for the treatment, cure, or prevention of biological disease.
natafro | tier 2 · extended | Term | A word or expression naming a particular thing, especially a technical one.
natypo | tier 2 · extended | Album | A collection of musical recordings issued together as a single work.
navindo | tier 3 · long tail | Pulse | The rhythmic beat of the heart felt in the arteries.
necadro | tier 3 · long tail | Charger | A device that restores energy to a battery.
nejowo | tier 3 · long tail | Ink | A colored liquid used for writing, drawing, and printing.
nerto | tier 3 · long tail | Carpet / Rug. | A thick woven fabric covering used on a floor.
nevono | tier 2 · extended | Park | A public area of land kept for recreation and nature.
nibilko | tier 1 · core | Car | A wheeled motor vehicle for carrying a few passengers.
nimpo | tier 3 · long tail | Carrot | A tapering orange root vegetable eaten raw or cooked.
nusogo | tier 3 · long tail | Sword. | A weapon with a long metal blade and a hilt, used for cutting or thrusting.
nuwyko | tier 3 · long tail | Amethyst. | A purple variety of quartz, valued as a gemstone. Follows xaqbo (gold) as a specific mineral/gem type.
nyhogo | tier 3 · long tail | Sentence. | A complete grammatical sequence of words expressing a full statement, question, or command. Follows go (word) as the next unit up in Fiwo's own linguistic vocabulary.
odcano | tier 2 · extended | Rope | A thick, heavy, and highly strong physical cord created by twisting or braiding smaller threads or fibers together.
ogzo | tier 3 · long tail | Towel | A piece of absorbent cloth or paper used for drying things or oneself.
olkenko | tier 3 · long tail | Emblem / Badge | A physical design or object worn or displayed to represent a person, group, or idea.
opowo | tier 3 · long tail | Bulb | A rounded swelling body: the glass envelope of an electric lamp, or the round underground bud of a plant.
oqo | tier 2 · extended | Ticket | A small piece of paper or card showing that the holder is entitled to travel, enter a place, or participate in an event.
oswyplo | tier 2 · extended | Hell | A place or state of great suffering; the underworld of torment in myth and religion.
otsino | tier 2 · extended | Thread / String | A long, very thin flexible strand of fiber structurally used for sewing, tying, or weaving.
ovro | tier 3 · long tail | Fork | A utensil with two or more prongs, used for lifting food to the mouth or holding it in place while cutting.
oxno | tier 3 · long tail | Wallet / Purse | A pocket-sized, flat folding case for holding money and cards.
padupro | tier 3 · long tail | Lava / Magma | Molten rock, glowing and fluid with extreme heat, found underground or flowing from volcanic openings.
paelo | tier 1 · core | Paper | A thin, flat physical material manufactured from processed pulp, used primarily for writing, printing, or structural packaging.
pano | tier 1 · core | Book. | This refers to a written or printed work consisting of pages bound together, or a digital equivalent, used to store information.
pemolko | tier 3 · long tail | Microphone | A device that converts sound into an electrical signal.
picalo | tier 1 · core | Hospital | This refers to a highly specialized physical building or institution providing medical and surgical treatment for sick or injured people.
plaho | tier 2 · extended | Lock | A mechanical or electronic fastening device constructed to physically secure a door or container until opened by a key or code.
plolso | tier 3 · long tail | currency / monetary unit | A generic unit of money or currency; a monetary denomination that can be counted. Specific named currencies use Tier-2 borrowings (e.g. euro-o).
poco | tier 1 · core | There / That place. | This word refers to a specific physical location or spatial coordinate that is distant or removed from the speaker's current environment.
priglo | tier 3 · long tail | Beetroot. | The dark red edible root of the beet plant.
pusnapo | tier 3 · long tail | Printer | A machine that reproduces text or images onto paper.
pybo | tier 3 · long tail | Candle | A cylinder of wax or tallow with a central wick that is burned to provide light.
pytso | tier 3 · long tail | Rod. | A thin, straight length of rigid material, longer and typically sturdier than a stick.
rago | tier 2 · extended | Roof / Ceiling | The structural top covering of a building (foiso) or the interior upper surface of an enclosed room.
refo | tier 2 · extended | Coffee | This identifies a brewed, dark physical liquid beverage prepared from the roasted and ground seeds (beans) of the coffee plant.
rehusto | tier 2 · extended | Server (computer) | A computer that supplies data or services to others over a network (distinct from kupmia, the person).
rerpo | tier 1 · core | Place / Location / Position | This refers to a particular position, point, or area in space, regardless of whether it is occupied.
resno | tier 3 · long tail | Arrow. | A thin, pointed projectile shot from a bow.
ricodo | tier 3 · long tail | Ore. | Rock or mineral from which metal or valuable material can be extracted.
riqo | tier 3 · long tail | Keyboard | A panel of keys used to input text and commands into a computer or other electronic device.
rohelso | tier 3 · long tail | Injection | The delivery of medicine into the body through a needle.
rubidro | tier 3 · long tail | Plug | The connector inserted to make an electrical connection.
rufoco | tier 3 · long tail | Anchor | A heavy device dropped to hold a vessel or structure in place.
rukojo | tier 3 · long tail | Vein | A vessel or seam that carries flow through a body or through rock (blood vein, ore vein).
ryrobo | tier 3 · long tail | Stem / Stalk. | The main upward-growing support of a plant.
sanpo | tier 3 · long tail | Sand / Dust | This refers to a loose, granular physical substance consisting of finely divided rock, mineral particles, or earth.
savodo | tier 3 · long tail | Coal | A hard black mineral formed from ancient plant matter, dug from the ground and burned as fuel.
segro | tier 3 · long tail | Blade. | The flat, sharpened cutting part of a knife, sword, or tool.
sidoho | tier 3 · long tail | Pillar / Column | A tall vertical support column of a structure.
siswaso | tier 2 · extended | Stripe / Band | A long, narrow section of contrasting color or material running across a surface.
skroqo | tier 3 · long tail | Cheese. | A solid dairy product made from curdled milk (lamso). Follows lamso's Concrete Noun class, like its dairy-product sibling zedro (butter).
skutodo | tier 3 · long tail | Antenna | A device that transmits or receives radio waves.
slewofo | tier 3 · long tail | Wax | A soft, moldable solid substance that melts at low heat, produced by bees or from oils, used for candles, sealing, and coating.
slojo | tier 2 · extended | Fan | A flat object with a spread, wedge-like shape, waved or spun to move air; also the shape itself, as in coral fans.
smakoxo | tier 2 · extended | Cable | A thick insulated bundle of wires carrying power or signal.
sokso | tier 3 · long tail | Sock | A soft, flexible physical piece of clothing worn directly on the foot and lower leg to provide warmth and reduce friction inside a shoe.
stalo | tier 1 · core | Star | This identifies a distant celestial object, consisting of a massive, luminous sphere of plasma, appearing as a point of light in the night sky.
stiro | tier 2 · extended | Line / Row / Queue | A physical sequence of entities arranged sequentially in a continuous line.
storto | tier 3 · long tail | Slab. | A thin, flat, broad piece of material; a half-height block.
sulpo | tier 3 · long tail | Dye. | A substance used to add or change the color of a material.
susno | tier 2 · extended | Screen | A flat, physical display surface on an electronic device constructed to emit light and show visual information.
sweso | tier 3 · long tail | Sweat / Perspiration | The clear physical liquid excreted through the pores of the skin, typically functioning to regulate biological heat.
sydo | tier 1 · core | House / Shelter / Home | This refers to a structure or place serving as a dwelling, providing protection from the elements and a living space for habitation.
tandorso | tier 1 · core | Ocean / Sea | This refers to a massive, continuous physical body of saltwater that covers a vast structural portion of a planet's surface.
tanko | tier 1 · core | Sugar | A sweet, crystalline physical substance naturally derived from plants, used strictly to sweeten food or drink.
tapo | tier 1 · core | Here. | The specific physical location of the speaker or the immediate area being occupied.
telfo | tier 2 · extended | Phone / Telephone / Mobile phone | A portable electronic device for two-way audio (and data) communication across a distance; a telephone or mobile/cell phone.
teso | tier 2 · extended | Tea | This refers to a physical aromatic liquid beverage prepared by pouring hot water over cured or fresh leaves of a plant.
timybo | tier 3 · long tail | Pumpkin | A large, round, orange-fleshed vegetable with a thick rind, harvested in autumn.
tindobo | tier 2 · extended | License | An official document granting permission to do something.
tisoslo | tier 2 · extended | Horizon | The distant line where the sky appears to meet the land or sea.
tofakro | tier 2 · extended | Field / Meadow | An open area of ground, especially grassland or cleared land used for crops or grazing; the physical place, where atobu is the abstract field of study.
tolkywo | tier 2 · extended | Cross | A shape or figure formed by two lines or bars intersecting at right angles; also used as a symbol or marker.
tsorfo | tier 2 · extended | Silver. | A lustrous white precious metal, used in jewelry, coinage, and tools. Follows xedo (metal) and xaqbo (gold) as a specific metal type.
tulo | tier 2 · extended | Bottle | A rigid container, typically constructed of glass or plastic, featuring a narrow neck and used for storing liquids.
tuxunto | tier 2 · extended | Bill / Invoice | A written statement of money owed for goods or services.
tyko | tier 2 · extended | Material. | This describes the substance things are made of and is critical for defining modern concepts like plastic.
ucto | tier 3 · long tail | Spoon | A utensil consisting of a small, shallow oval bowl on a handle, used for eating, stirring, or serving food.
udbo | tier 2 · extended | Button | A small disc or knob sewn onto a garment, used to fasten it or as decoration.
ufaxo | tier 2 · extended | Message / Letter | A physical or digitally recorded string of text, symbols, or audio meant to convey information from one entity to another.
uho | tier 2 · extended | Flag | A piece of cloth or fabric, usually rectangular, with a distinctive design used as a symbol or signal (specifically representing a nation or group).
untexo | tier 2 · extended | App / Application | A specific digital tool or concrete software program designed to perform a distinct function for the user on a device like a phone or computer.
uovo | tier 3 · long tail | Pillow | A soft cushion used to support the head, especially when sleeping in bed.
vagaflo | tier 2 · extended | Laser | A device emitting a narrow, intense beam of light.
vakyko | tier 2 · extended | Movie / Film | A cinematic work that tells a story through moving images.
vengo | tier 3 · long tail | Flint. | A hard gray stone that produces sparks when struck against steel.
viketso | tier 3 · long tail | Torch / Lamp | A portable source of steady light, whether a burning brand or a fueled or electric lamp.
vispo | tier 2 · extended | Letter. | A single written or spoken symbol representing one sound in the alphabet. Follows go (word) as a smaller linguistic unit.
vixo | tier 3 · long tail | Bucket | A cylindrical open container with a handle, used for carrying liquids or loose materials.
vojo | tier 3 · long tail | Powder | A dry substance of fine, loose particles, produced by grinding, crushing, or settling; finer than sanpo (sand).
vorosmo | tier 2 · extended | Heaven | A place or state of supreme happiness; the celestial realm of the afterlife in myth and religion.
vubro | tier 2 · extended | Stick. | A thin, short length of wood, typically a broken or cut branch.
vuglo | tier 3 · long tail | Template / Pattern. | A model or guide used to reproduce a shape, design, or structure accurately.
vutyto | tier 2 · extended | Figure | An illustration, diagram, or picture accompanying a text.
vuwo | tier 3 · long tail | Bell | A hollow, cup-shaped metal object that makes a ringing sound when struck.
vyno | tier 3 · long tail | Desk | A piece of furniture with a flat top, typically with drawers, designed for writing, reading, or working.
wanso | tier 2 · extended | Environment / Surroundings | The collective physical conditions, objects, or abstract circumstances surrounding and influencing an entity.
watosmo | tier 2 · extended | Rainbow | An arc of colors appearing in the sky when sunlight passes through rain.
webodzo | tier 2 · extended | Circuit | A closed path around which electric current flows.
wento | tier 3 · long tail | Ladder | A structure consisting of two parallel sidepieces joined by steps or rungs, used for climbing up or down.
weoro | tier 2 · extended | Ball | A solid or hollow spherical physical object designed to roll, bounce, or be thrown in games and sports.
widirpo | tier 2 · extended | Video | A recording of moving images.
wilo | tier 1 · core | Window | A designed opening in a wall or vehicle, typically fitted with transparent glass, built to let in light and air.
winro | tier 2 · extended | Wine / Liquor / Spirit | An alcoholic physical liquid beverage produced by mathematically fermenting fruit, grains, or biological plant matter.
wirano | tier 2 · extended | Glass | A hard, brittle, transparent solid substance engineered by fusing sand with soda and lime, used for windows or vessels.
wodobo | tier 3 · long tail | Potato. | A starchy edible tuber, a global food staple.
wopyvo | tier 2 · extended | Facilities | The buildings, equipment, and services provided for a particular activity or purpose.
wozupro | tier 3 · long tail | Spear | A weapon consisting of a long shaft with a pointed head, thrust or thrown.
wujo | tier 1 · core | Map | A physical or digital visual diagram representing an area of land or sea, detailing physical geographic features or routes.
wuswo | tier 3 · long tail | Nest | A structure built by a bird, insect, or other animal to hold its eggs or young.
wutro | tier 3 · long tail | Concrete | A hard construction material made by mixing cement, sand, gravel, and water, which sets into a stone-like mass.
wyqo | tier 3 · long tail | Soap | A substance used with water for washing, bathing, and cleaning, typically made from natural oils or fats.
wyrofo | tier 2 · extended | Platform | A raised level surface; a stage or base on which things operate; (computing) a system on which applications run.
xabeso | tier 1 · core | Wind | This describes the natural, perceptible kinetic movement of air  traveling across an environment.
xadoro | tier 1 · core | River | This identifies a large, naturally flowing body of liquid water continuously moving along a path toward a sea, lake, or ocean.
xako | tier 3 · long tail | Hail | Pellets of frozen rain or ice that fall in showers from cumulonimbus clouds.
xaqbo | tier 2 · extended | Gold | A highly valuable, naturally occurring yellow metal historically used for currency or decoration.
xedo | tier 2 · extended | Metal. | This describes a solid material that is typically hard, shiny, and conductive.
xildo | tier 3 · long tail | Shield | A broad, solid piece of metal, wood, or synthetic material held to block or deflect physical blows and projectiles.
xiolo | tier 1 · core | Chair | A separate piece of furniture designed as a seat for one person, typically featuring a backrest and four legs.
xocewo | tier 2 · extended | Television / TV | A concrete electronic device or machine used to receive and display broadcasted moving images and sound.
xowero | tier 2 · extended | Market / Shopping Center | A physical geographic location, building, or structured area where multiple distinct shops, stalls, or vendors are grouped together for commerce.
xyplo | tier 2 · extended | Iron. | A common gray-black metal, used for tools, construction, and alloyed into steel. Follows xedo (metal) and xaqbo (gold) as a specific metal type.
xyro | tier 1 · core | Store / Shop | This refers to a physical building or retail space structurally dedicated to the commercial selling of goods or services.
zabato | tier 1 · core | Bag / Luggage | A flexible container made of fabric, leather, or plastic, used structurally for carrying or consolidating other physical items.
zafoiro | tier 1 · core | Floor | The structured indoor ground surface of a room or building on which people stand or walk.
zaqo | tier 1 · core | Salt | A white crystalline physical mineral consisting of sodium chloride, used to season or preserve food.
zaso | tier 2 · extended | Ground / Land | This term refers to the ground, soil, or the physical land surface.
zedro | tier 3 · long tail | Butter. | A soft dairy product made by churning milk (lamso) fat. Follows lamso's Concrete Noun class, like its dairy-product sibling skroqo (cheese).
zidzopo | tier 2 · extended | Continent | One of the Earth's great continuous landmasses.
zikuzo | tier 2 · extended | Bank | A concrete physical building or structural institution where money is legally kept, invested, or exchanged.
zilto | tier 3 · long tail | Trim. | A decorative edge or border added to an object for ornamentation.
zimempo | tier 3 · long tail | Pearl | A hard, lustrous white sphere formed inside a shellfish, valued as a jewel.
zimowo | tier 3 · long tail | Framework / Scaffold / Lattice / Grid | An open lattice or skeletal support structure: frameworks, grids, trellises, scaffolding.
zufo | tier 1 · core | Bed. | This refers to a piece of furniture or a prepared spot used for sleep or rest.
zurko | tier 3 · long tail | Shovel. | A tool with a broad blade and handle, used for digging and moving loose material.
zygloro | tier 2 · extended | Shade | An area sheltered from direct light.

=== Abstract Noun — 317 entries ===
absu | tier 3 · long tail | Sense | An abstract faculty of perception, logic, or structural meaning. (Usage: The faculty itself, distinct from the physical sense organ.)
adihu | tier 3 · long tail | Consciousness / Awareness | The abstract state of being awake, perceiving reality, and having a subjective, self-aware experience.
adrebu | tier 2 · extended | Degree | Extent, Used when referring to the how much of an abstract concept (e.g., The extent of the problem).
afymu | tier 3 · long tail | Economy / Industry | The abstract conceptual system governing the production, distribution, and consumption of societal resources.
agcu | tier 2 · extended | Mistake / Error | An action, decision, or judgment that is incorrect, misguided, or wrong.
anuwu | tier 2 · extended | Vital finishing touch | The one small final addition that brings the whole to life; the opposite of lynku (ruin by overdoing). Logical equivalent: Lantiup lande fefue keanei cemup late. (The small final addition completes everything.)
artu | tier 2 · extended | Art | The conceptual expression or abstract application of human creative skill and imagination.
asku | tier 1 · core | Reason | The abstract intellectual justification, motive, or logical premise behind an action or belief.
astlu | tier 1 · core | Interest | The abstract conceptual feeling of wanting to know/learn about something, or an intangible advantage/benefit.
atilu | tier 2 · extended | Belief / Conviction | A firmly held abstract understanding, principle, or conceptual truth that a person accepts as real, even without absolute physical proof. (Usage: Its verb derivation atilui ('to believe') carries conviction. Contrast dagibi (assume — accept without evidence as a working basis) and skaxebi (suspect — partial evidence).)
atobu | tier 3 · long tail | Field | An abstract domain of study, specific area of conceptual interest, or theoretical sphere of activity.
axuklu | tier 2 · extended | Network | An interconnected system or group of things, people, or devices.
axvu | tier 3 · long tail | Alliance | A union or association formed for mutual benefit, especially between groups, factions, or countries.
aziku | tier 2 · extended | Rule | This refers to an abstract constraint, principle, or guideline governing conduct or action. (Usage: Distinct from iku, a strictly enforced formal law.)
azmu | tier 2 · extended | Sympathy / Compassion | Feelings of pity, sorrow, or shared concern for someone else's misfortune or pain.
baduju | tier 3 · long tail | Omen / Portent | A sign that something, especially something bad, is coming.
bafu | tier 2 · extended | Second. | This refers to the base unit of time, equal to one-sixtieth of a minute.
barusu | tier 3 · long tail | Carelessness / Sloppiness | Doing things without care or precision. Logical equivalent: Daq naci neswy zenup. (He works without care.)
bimedu | tier 1 · core | Monday | Monday; the first day of the week. Derived by compounding bime (one) and du (day).
biwu | tier 2 · extended | Problem / Trouble | This refers to a matter or situation regarded as unwelcome or harmful and needing to be dealt with and overcome.
biznu | tier 2 · extended | Company / Enterprise / Business | A conceptual human organization or structural enterprise legally engaged in commercial, industrial, or professional activities. (Usage: Distinct from the physical retail building xyro (store) and the broader systemic concept afymu (economy).)
blunu | tier 3 · long tail | Meaning | This refers to the semantic intent, logical significance, or intended message behind a word, action, or concept.
bogu | tier 2 · extended | Force. | This refers to strength or energy as an attribute of physical action or movement, or an influence that can change the motion of an object.
bomufu | tier 3 · long tail | Pension | Regular money paid to a person after they stop working.
briku | tier 3 · long tail | Regret | A feeling of sadness, repentance, or disappointment over something that has happened or been done.
cacodu | tier 3 · long tail | Diagnosis | The identification of the nature of an illness or other problem by examination of the symptoms.
canpu | tier 2 · extended | Community | The abstract social structure, shared identity, or conceptual bond uniting a group of individuals.
caqu | tier 2 · extended | Tactic / Strategic Move / Trick | An abstract conceptual step, planned maneuver, or clever method executed to gain an advantage or achieve a specific goal within a system or game.
cazeblu | tier 2 · extended | Potential | A latent capacity or possibility that has not yet been realized.
cemu | tier 1 · core | Thing | A universal substantive used to refer to any abstract entity, concept, idea, or matter of discussion.
cifudru | tier 2 · extended | Character / Nature | The distinctive moral and mental qualities of a person or thing.
cihu | tier 1 · core | Morning | This refers to the early part of the day, typically from sunrise until the midpoint of the day.
cisuplu | tier 3 · long tail | Tide | The rhythmic daily rise and fall of the sea.
cizuzu | tier 3 · long tail | Deposit | Money paid in advance as security or placed into an account.
cufu | tier 2 · extended | Goal / Purpose / Target | The abstract conceptual target or desired future outcome toward which systematic effort is directed.
cytu | tier 3 · long tail | Preposition. | The grammatical word class marking a relation between a noun and the rest of the sentence, marked by the functional vowel -y. A category-classification concept, following aziku (rule).
